country,director,genre,title,year
Индия,Сатьяджит Рай Трилогия об Апу Песнь дороги Непокорённый Мир Апу Приключения Гупи и Багхи Королевство алмазов Противник Компания с ограниченной ответственностью Посредник Золотая крепость Слава отцу Фелунатху Философский камень Музыкальная комната Богиня Три дочери Рабиндранат Тагор Канченджанга Поездка Большой город Чарулата Два Трус Святоша Герой Зверинец Дни и ночи в лесу Сикким Внутренним взором Отдалённый гром Бала Шахматисты Pikoor Diary Избавление Дом и мир Сукумар Рай Враг народа Ветви одного дерева Странник,Не указан,Философский камень,17 января 1958
Республика Корея 2,Хон Сансу 2,драматический фильм комедийная драма [ 2 ],Фильм писательницы,"21 апреля 2022 , 10 ноября 2022 [ 1 ] и 15 февраля 2023 [ 2 ]"
Ирландия,Йен Фитцгиббон,Не указан,Фильм со мной в главной роли,2008
США,Бетти Томас,Не указан,Фильм о семейке Брейди,1995
СССР Чехословакия,Игорь Масленников,"семейный, мистика",Филипп Траум,1990
Великобритания Франция,Стивен Фрирз,Не указан,Филомена,2013
США,Герберт Росс,Не указан,Филин и кошечка,1970
Великобритания,Не указан,Не указан,Фильм животных,1981
США,Стивен Корнуэлл,Не указан,Филадельфийский эксперимент 2,1993
США,Джордж Кьюкор,Не указан,Филадельфийская история,1940
США,Джонатан Демми,Не указан,Филадельфия,1993
Франция Бельгия,Андре Дельво,Не указан,Философский камень,1988
Не указана,Нае Каранфил,Не указан,Филантропия,2002
США,Ричард Торп,Не указан,Фиеста,1947
США,Шэрон Магуайр,Не указан,Фея-крёстная,4 декабря 2020
США,Дэвид Мэмет,Не указан,Фил Спектор,Не указан
США,Стюарт Рэффилл Тёмная звезда Нападение на 13-й участок Хэллоуин Кто-то следит за мной Элвис Туман Побег из Нью-Йорка Нечто Кристина Человек со звезды Большой переполох в маленьком Китае Князь тьмы Чужие среди нас Исповедь невидимки Мешки для трупов В пасти безумия Деревня проклятых Побег из Лос-Анджелеса Вампиры Призраки Марса Мастера ужасов Сигаретный ожог Дитя демона Палата,Не указан,Филадельфийский эксперимент,1984
